"Gene"	"Cancer"
"94346"	"HCP5"	"TGCT"
"94347"	"HCST"	"TGCT"
"94348"	"HDAC10"	"TGCT"
"94349"	"HDAC9"	"TGCT"
"94350"	"HDC"	"TGCT"
"94351"	"HDDC2"	"TGCT"
"94352"	"HDDC3"	"TGCT"
"94353"	"HDGFL1"	"TGCT"
"94354"	"HEATR5B"	"TGCT"
"94355"	"HEATR9"	"TGCT"
"94356"	"HECA"	"TGCT"
"94357"	"HEMGN"	"TGCT"
"94358"	"HENMT1"	"TGCT"
"94359"	"HERC5"	"TGCT"
"94360"	"HERC6"	"TGCT"
"94361"	"HERPUD1"	"TGCT"
"94362"	"HEXA"	"TGCT"
"94363"	"HEXA-AS1"	"TGCT"
"94364"	"HEXB"	"TGCT"
"94365"	"HEXDC"	"TGCT"
"94366"	"HEXIM2"	"TGCT"
"94367"	"HGC6.3"	"TGCT"
"94368"	"HHLA3"	"TGCT"
"94369"	"HIC2"	"TGCT"
"94370"	"HIGD2A"	"TGCT"
"94371"	"HIGD2B"	"TGCT"
"94372"	"HIST1H1C"	"TGCT"
"94373"	"HIST1H1T"	"TGCT"
"94374"	"HIST1H2AA"	"TGCT"
"94375"	"HIST1H2AB"	"TGCT"
"94376"	"HIST1H2AC"	"TGCT"
"94377"	"HIST1H2AD"	"TGCT"
"94378"	"HIST1H2AE"	"TGCT"
"94379"	"HIST1H2AG"	"TGCT"
"94380"	"HIST1H2AJ"	"TGCT"
"94381"	"HIST1H2AL"	"TGCT"
"94382"	"HIST1H2AM"	"TGCT"
"94383"	"HIST1H2BA"	"TGCT"
"94384"	"HIST1H2BB"	"TGCT"
"94385"	"HIST1H2BC"	"TGCT"
"94386"	"HIST1H2BD"	"TGCT"
"94387"	"HIST1H2BE"	"TGCT"
"94388"	"HIST1H2BF"	"TGCT"
"94389"	"HIST1H2BG"	"TGCT"
"94390"	"HIST1H2BJ"	"TGCT"
"94391"	"HIST1H2BK"	"TGCT"
"94392"	"HIST1H2BM"	"TGCT"
"94393"	"HIST1H2BN"	"TGCT"
"94394"	"HIST1H2BO"	"TGCT"
"94395"	"HIST1H3A"	"TGCT"
"94396"	"HIST1H3C"	"TGCT"
"94397"	"HIST1H3D"	"TGCT"
"94398"	"HIST1H3E"	"TGCT"
"94399"	"HIST1H3G"	"TGCT"
"94400"	"HIST1H3H"	"TGCT"
"94401"	"HIST1H4B"	"TGCT"
"94402"	"HIST1H4C"	"TGCT"
"94403"	"HIST1H4D"	"TGCT"
"94404"	"HIST1H4E"	"TGCT"
"94405"	"HIST1H4H"	"TGCT"
"94406"	"HIST2H2AA3"	"TGCT"
"94407"	"HIST2H2BA"	"TGCT"
"94408"	"HIST2H2BF"	"TGCT"
"94409"	"HIVEP3"	"TGCT"
"94410"	"HJURP"	"TGCT"
"94411"	"HK3"	"TGCT"
"94412"	"HKR1"	"TGCT"
"94413"	"HLA-A"	"TGCT"
"94414"	"HLA-B"	"TGCT"
"94415"	"HLA-C"	"TGCT"
"94416"	"HLA-DMA"	"TGCT"
"94417"	"HLA-DMB"	"TGCT"
"94418"	"HLA-DOA"	"TGCT"
"94419"	"HLA-DOB"	"TGCT"
"94420"	"HLA-DPA1"	"TGCT"
"94421"	"HLA-DPB1"	"TGCT"
"94422"	"HLA-DQA1"	"TGCT"
"94423"	"HLA-DQA2"	"TGCT"
"94424"	"HLA-DQB1"	"TGCT"
"94425"	"HLA-DQB2"	"TGCT"
"94426"	"HLA-DRA"	"TGCT"
"94427"	"HLA-DRB1"	"TGCT"
"94428"	"HLA-DRB5"	"TGCT"
"94429"	"HLA-DRB6"	"TGCT"
"94430"	"HLA-E"	"TGCT"
"94431"	"HLA-F"	"TGCT"
"94432"	"HLA-F-AS1"	"TGCT"
"94433"	"HLA-G"	"TGCT"
"94434"	"HLA-H"	"TGCT"
"94435"	"HLA-J"	"TGCT"
"94436"	"HLA-L"	"TGCT"
"94437"	"HLF"	"TGCT"
"94438"	"HMCES"	"TGCT"
"94439"	"HMGB4"	"TGCT"
"94440"	"HMGXB3"	"TGCT"
"94441"	"HMHA1"	"TGCT"
"94442"	"HMHB1"	"TGCT"
"94443"	"HMOX1"	"TGCT"
"94444"	"HMOX2"	"TGCT"
"94445"	"HMSD"	"TGCT"
"94446"	"HNRNPF"	"TGCT"
"94447"	"HOMER2"	"TGCT"
"94448"	"HOPX"	"TGCT"
"94449"	"HORMAD1"	"TGCT"
"94450"	"HOXA1"	"TGCT"
"94451"	"HOXD1"	"TGCT"
"94452"	"HPS1"	"TGCT"
"94453"	"HPS4"	"TGCT"
"94454"	"HPS5"	"TGCT"
"94455"	"HPS6"	"TGCT"
"94456"	"HPSE"	"TGCT"
"94457"	"HRH4"	"TGCT"
"94458"	"HRK"	"TGCT"
"94459"	"HRSP12"	"TGCT"
"94460"	"HS3ST2"	"TGCT"
"94461"	"HS3ST4"	"TGCT"
"94462"	"HSCB"	"TGCT"
"94463"	"HSD11B1"	"TGCT"
"94464"	"HSD17B3"	"TGCT"
"94465"	"HSD3B2"	"TGCT"
"94466"	"HSD3B7"	"TGCT"
"94467"	"HSF4"	"TGCT"
"94468"	"HSF5"	"TGCT"
"94469"	"HSH2D"	"TGCT"
"94470"	"HSPA1L"	"TGCT"
"94471"	"HSPA7"	"TGCT"
"94472"	"HSPB9"	"TGCT"
"94473"	"HSPBAP1"	"TGCT"
"94474"	"HSPE1"	"TGCT"
"94475"	"HSPH1"	"TGCT"
"94476"	"HTATIP2"	"TGCT"
"94477"	"HTR1F"	"TGCT"
"94478"	"HTR5A"	"TGCT"
"94479"	"HTRA4"	"TGCT"
"94480"	"HVCN1"	"TGCT"
"94481"	"HYAL4"	"TGCT"
"94482"	"HYALP1"	"TGCT"
"94483"	"HYKK"	"TGCT"
"94484"	"HYLS1"	"TGCT"
"94485"	"HYPK"	"TGCT"
"94486"	"ICAM1"	"TGCT"
"94487"	"ICAM2"	"TGCT"
"94488"	"ICAM3"	"TGCT"
"94489"	"ICE2"	"TGCT"
"94490"	"ICOS"	"TGCT"
"94491"	"ID4"	"TGCT"
"94492"	"IDH3A"	"TGCT"
"94493"	"IDNK"	"TGCT"
"94494"	"IDO1"	"TGCT"
"94495"	"IDO2"	"TGCT"
"94496"	"IER3IP1"	"TGCT"
"94497"	"IER5"	"TGCT"
"94498"	"IFI16"	"TGCT"
"94499"	"IFI27"	"TGCT"
"94500"	"IFI30"	"TGCT"
"94501"	"IFI35"	"TGCT"
"94502"	"IFI44"	"TGCT"
"94503"	"IFI44L"	"TGCT"
"94504"	"IFI6"	"TGCT"
"94505"	"IFIH1"	"TGCT"
"94506"	"IFIT1"	"TGCT"
"94507"	"IFIT2"	"TGCT"
"94508"	"IFIT3"	"TGCT"
"94509"	"IFIT5"	"TGCT"
"94510"	"IFITM1"	"TGCT"
"94511"	"IFITM2"	"TGCT"
"94512"	"IFITM4P"	"TGCT"
"94513"	"IFNAR2"	"TGCT"
"94514"	"IFNG"	"TGCT"
"94515"	"IFNGR1"	"TGCT"
"94516"	"IFNL1"	"TGCT"
"94517"	"IFRD1"	"TGCT"
"94518"	"IFT172"	"TGCT"
"94519"	"IGF1"	"TGCT"
"94520"	"IGFBP7"	"TGCT"
"94521"	"IGFLR1"	"TGCT"
"94522"	"IGIP"	"TGCT"
"94523"	"IGLL3P"	"TGCT"
"94524"	"IGSF22"	"TGCT"
"94525"	"IGSF5"	"TGCT"
"94526"	"IGSF6"	"TGCT"
"94527"	"IK"	"TGCT"
"94528"	"IKBKB"	"TGCT"
"94529"	"IKBKE"	"TGCT"
"94530"	"IKZF1"	"TGCT"
"94531"	"IKZF3"	"TGCT"
"94532"	"IKZF5"	"TGCT"
"94533"	"IL10"	"TGCT"
"94534"	"IL10RA"	"TGCT"
"94535"	"IL10RB"	"TGCT"
"94536"	"IL12B"	"TGCT"
"94537"	"IL12RB1"	"TGCT"
"94538"	"IL12RB2"	"TGCT"
"94539"	"IL15"	"TGCT"
"94540"	"IL15RA"	"TGCT"
"94541"	"IL16"	"TGCT"
"94542"	"IL17A"	"TGCT"
"94543"	"IL17C"	"TGCT"
"94544"	"IL17RA"	"TGCT"
"94545"	"IL18"	"TGCT"
"94546"	"IL18BP"	"TGCT"
"94547"	"IL18R1"	"TGCT"
"94548"	"IL18RAP"	"TGCT"
"94549"	"IL19"	"TGCT"
"94550"	"IL1B"	"TGCT"
"94551"	"IL1R1"	"TGCT"
"94552"	"IL1R2"	"TGCT"
"94553"	"IL2"	"TGCT"
"94554"	"IL21"	"TGCT"
"94555"	"IL21R"	"TGCT"
"94556"	"IL22RA1"	"TGCT"
"94557"	"IL22RA2"	"TGCT"
"94558"	"IL23R"	"TGCT"
"94559"	"IL24"	"TGCT"
"94560"	"IL26"	"TGCT"
"94561"	"IL27"	"TGCT"
"94562"	"IL27RA"	"TGCT"
"94563"	"IL2RA"	"TGCT"
"94564"	"IL2RB"	"TGCT"
"94565"	"IL2RG"	"TGCT"
"94566"	"IL3"	"TGCT"
"94567"	"IL31RA"	"TGCT"
"94568"	"IL32"	"TGCT"
"94569"	"IL33"	"TGCT"
"94570"	"IL36B"	"TGCT"
"94571"	"IL37"	"TGCT"
"94572"	"IL3RA"	"TGCT"
"94573"	"IL4I1"	"TGCT"
"94574"	"IL4R"	"TGCT"
"94575"	"IL6"	"TGCT"
"94576"	"IL6R"	"TGCT"
"94577"	"IL7"	"TGCT"
"94578"	"IL7R"	"TGCT"
"94579"	"ILF3-AS1"	"TGCT"
"94580"	"IMP3"	"TGCT"
"94581"	"IMP4"	"TGCT"
"94582"	"IMPA1"	"TGCT"
"94583"	"IMPDH1"	"TGCT"
"94584"	"ING2"	"TGCT"
"94585"	"INGX"	"TGCT"
"94586"	"INMT"	"TGCT"
"94587"	"INO80"	"TGCT"
"94588"	"INO80C"	"TGCT"
"94589"	"INPP4A"	"TGCT"
"94590"	"INPP4B"	"TGCT"
"94591"	"INPP5D"	"TGCT"
"94592"	"INPP5E"	"TGCT"
"94593"	"INPP5K"	"TGCT"
"94594"	"INSIG1"	"TGCT"
"94595"	"INSL3"	"TGCT"
"94596"	"INTS7"	"TGCT"
"94597"	"INTS8"	"TGCT"
"94598"	"IPCEF1"	"TGCT"
"94599"	"IPO13"	"TGCT"
"94600"	"IQCF1"	"TGCT"
"94601"	"IQCF3"	"TGCT"
"94602"	"IQCF5"	"TGCT"
"94603"	"IQCH"	"TGCT"
"94604"	"IRAK2"	"TGCT"
"94605"	"IRAK3"	"TGCT"
"94606"	"IRAK4"	"TGCT"
"94607"	"IRF1"	"TGCT"
"94608"	"IRF2"	"TGCT"
"94609"	"IRF4"	"TGCT"
"94610"	"IRF5"	"TGCT"
"94611"	"IRF7"	"TGCT"
"94612"	"IRF8"	"TGCT"
"94613"	"IRF9"	"TGCT"
"94614"	"IRGM"	"TGCT"
"94615"	"IRGQ"	"TGCT"
"94616"	"IRX4"	"TGCT"
"94617"	"IRX6"	"TGCT"
"94618"	"ISCU"	"TGCT"
"94619"	"ISG15"	"TGCT"
"94620"	"ISG20"	"TGCT"
"94621"	"ISOC2"	"TGCT"
"94622"	"ITGA4"	"TGCT"
"94623"	"ITGA6"	"TGCT"
"94624"	"ITGAD"	"TGCT"
"94625"	"ITGAL"	"TGCT"
"94626"	"ITGAM"	"TGCT"
"94627"	"ITGAX"	"TGCT"
"94628"	"ITGB2"	"TGCT"
"94629"	"ITGB7"	"TGCT"
"94630"	"ITK"	"TGCT"
"94631"	"ITM2B"	"TGCT"
"94632"	"ITPK1"	"TGCT"
"94633"	"ITPRIP"	"TGCT"
"94634"	"ITSN2"	"TGCT"
"94635"	"JAG2"	"TGCT"
"94636"	"JAK2"	"TGCT"
"94637"	"JAK3"	"TGCT"
"94638"	"JAKMIP1"	"TGCT"
"94639"	"JAML"	"TGCT"
"94640"	"JCHAIN"	"TGCT"
"94641"	"JHDM1D-AS1"	"TGCT"
"94642"	"JOSD1"	"TGCT"
"94643"	"JOSD2"	"TGCT"
"94644"	"JSRP1"	"TGCT"
"94645"	"JUNB"	"TGCT"
"94646"	"JUND"	"TGCT"
"94647"	"KANK3"	"TGCT"
"94648"	"KANSL2"	"TGCT"
"94649"	"KAT2A"	"TGCT"
"94650"	"KAT2B"	"TGCT"
"94651"	"KATNAL1"	"TGCT"
"94652"	"KBTBD8"	"TGCT"
"94653"	"KCNA2"	"TGCT"
"94654"	"KCNA3"	"TGCT"
"94655"	"KCNAB2"	"TGCT"
"94656"	"KCNC1"	"TGCT"
"94657"	"KCNC4"	"TGCT"
"94658"	"KCNE1"	"TGCT"
"94659"	"KCNJ10"	"TGCT"
"94660"	"KCNJ12"	"TGCT"
"94661"	"KCNJ5"	"TGCT"
"94662"	"KCNK13"	"TGCT"
"94663"	"KCNK6"	"TGCT"
"94664"	"KCNMA1"	"TGCT"
"94665"	"KCNN3"	"TGCT"
"94666"	"KCNN4"	"TGCT"
"94667"	"KCNS1"	"TGCT"
"94668"	"KCNV2"	"TGCT"
"94669"	"KCTD13"	"TGCT"
"94670"	"KCTD19"	"TGCT"
"94671"	"KDM2A"	"TGCT"
"94672"	"KDM7A"	"TGCT"
"94673"	"KHDC1L"	"TGCT"
"94674"	"KHDC3L"	"TGCT"
"94675"	"KHDRBS3"	"TGCT"
"94676"	"KIAA0040"	"TGCT"
"94677"	"KIAA0125"	"TGCT"
"94678"	"KIAA0226L"	"TGCT"
"94679"	"KIAA0368"	"TGCT"
"94680"	"KIAA0513"	"TGCT"
"94681"	"KIAA0922"	"TGCT"
"94682"	"KIAA0930"	"TGCT"
"94683"	"KIAA1107"	"TGCT"
"94684"	"KIAA1257"	"TGCT"
"94685"	"KIAA1524"	"TGCT"
"94686"	"KIAA1551"	"TGCT"
"94687"	"KIAA2013"	"TGCT"
"94688"	"KIF17"	"TGCT"
"94689"	"KIF21B"	"TGCT"
"94690"	"KIF25"	"TGCT"
"94691"	"KIF9"	"TGCT"
"94692"	"KIR2DL1"	"TGCT"
"94693"	"KIR2DL3"	"TGCT"
"94694"	"KIR2DL4"	"TGCT"
"94695"	"KIR2DS4"	"TGCT"
"94696"	"KIR3DL1"	"TGCT"
"94697"	"KIR3DL2"	"TGCT"
"94698"	"KIR3DL3"	"TGCT"
"94699"	"KIR3DX1"	"TGCT"
"94700"	"KIT"	"TGCT"
"94701"	"KIZ"	"TGCT"
"94702"	"KLF13"	"TGCT"
"94703"	"KLF14"	"TGCT"
"94704"	"KLF16"	"TGCT"
"94705"	"KLF2"	"TGCT"
"94706"	"KLF4"	"TGCT"
"94707"	"KLF9"	"TGCT"
"94708"	"KLHDC7B"	"TGCT"
"94709"	"KLHL10"	"TGCT"
"94710"	"KLHL15"	"TGCT"
"94711"	"KLHL18"	"TGCT"
"94712"	"KLHL21"	"TGCT"
"94713"	"KLHL24"	"TGCT"
"94714"	"KLHL35"	"TGCT"
"94715"	"KLHL36"	"TGCT"
"94716"	"KLHL6"	"TGCT"
"94717"	"KLK13"	"TGCT"
"94718"	"KLK15"	"TGCT"
"94719"	"KLK2"	"TGCT"
"94720"	"KLRB1"	"TGCT"
"94721"	"KLRC1"	"TGCT"
"94722"	"KLRC2"	"TGCT"
"94723"	"KLRC3"	"TGCT"
"94724"	"KLRC4"	"TGCT"
"94725"	"KLRD1"	"TGCT"
"94726"	"KLRF1"	"TGCT"
"94727"	"KLRG1"	"TGCT"
"94728"	"KLRG2"	"TGCT"
"94729"	"KLRK1"	"TGCT"
"94730"	"KMO"	"TGCT"
"94731"	"KMT2B"	"TGCT"
"94732"	"KMT2E-AS1"	"TGCT"
"94733"	"KNTC1"	"TGCT"
"94734"	"KPTN"	"TGCT"
"94735"	"KRI1"	"TGCT"
"94736"	"KRR1"	"TGCT"
"94737"	"KRT17P5"	"TGCT"
"94738"	"KRT25"	"TGCT"
"94739"	"KRT36"	"TGCT"
"94740"	"KRT72"	"TGCT"
"94741"	"KRT73"	"TGCT"
"94742"	"KRTAP6-3"	"TGCT"
"94743"	"KRTCAP2"	"TGCT"
"94744"	"KSR2"	"TGCT"
"94745"	"KTI12"	"TGCT"
"94746"	"KXD1"	"TGCT"
"94747"	"KYNU"	"TGCT"
"94748"	"L1TD1"	"TGCT"
"94749"	"L3MBTL2"	"TGCT"
"94750"	"LACC1"	"TGCT"
"94751"	"LACTB"	"TGCT"
"94752"	"LAG3"	"TGCT"
"94753"	"LAIR1"	"TGCT"
"94754"	"LAIR2"	"TGCT"
"94755"	"LALBA"	"TGCT"
"94756"	"LAMP1"	"TGCT"
"94757"	"LAMP3"	"TGCT"
"94758"	"LAMTOR2"	"TGCT"
"94759"	"LAMTOR5"	"TGCT"
"94760"	"LANCL2"	"TGCT"
"94761"	"LAP3"	"TGCT"
"94762"	"LAPTM5"	"TGCT"
"94763"	"LARP4"	"TGCT"
"94764"	"LARP4B"	"TGCT"
"94765"	"LARP6"	"TGCT"
"94766"	"LAT"	"TGCT"
"94767"	"LAT2"	"TGCT"
"94768"	"LAX1"	"TGCT"
"94769"	"LBP"	"TGCT"
"94770"	"LCK"	"TGCT"
"94771"	"LCMT2"	"TGCT"
"94772"	"LCN10"	"TGCT"
"94773"	"LCN6"	"TGCT"
"94774"	"LCNL1"	"TGCT"
"94775"	"LCP1"	"TGCT"
"94776"	"LCP2"	"TGCT"
"94777"	"LDHAL6A"	"TGCT"
"94778"	"LDHAL6B"	"TGCT"
"94779"	"LDHC"	"TGCT"
"94780"	"LDLRAP1"	"TGCT"
"94781"	"LEMD2"	"TGCT"
"94782"	"LENG1"	"TGCT"
"94783"	"LENG9"	"TGCT"
"94784"	"LETM1"	"TGCT"
"94785"	"LETMD1"	"TGCT"
"94786"	"LGALS17A"	"TGCT"
"94787"	"LGALS2"	"TGCT"
"94788"	"LGALS3"	"TGCT"
"94789"	"LGALS3BP"	"TGCT"
"94790"	"LGALS9"	"TGCT"
"94791"	"LGALS9C"	"TGCT"
"94792"	"LGMN"	"TGCT"
"94793"	"LHB"	"TGCT"
"94794"	"LHX6"	"TGCT"
"94795"	"LIAS"	"TGCT"
"94796"	"LIG4"	"TGCT"
"94797"	"LILRA1"	"TGCT"
"94798"	"LILRA2"	"TGCT"
"94799"	"LILRA3"	"TGCT"
"94800"	"LILRA4"	"TGCT"
"94801"	"LILRA5"	"TGCT"
"94802"	"LILRA6"	"TGCT"
"94803"	"LILRB1"	"TGCT"
"94804"	"LILRB2"	"TGCT"
"94805"	"LILRB3"	"TGCT"
"94806"	"LILRB4"	"TGCT"
"94807"	"LILRB5"	"TGCT"
"94808"	"LILRP2"	"TGCT"
"94809"	"LIM2"	"TGCT"
"94810"	"LIMD2"	"TGCT"
"94811"	"LIME1"	"TGCT"
"94812"	"LIMK1"	"TGCT"
"94813"	"LIMK2"	"TGCT"
"94814"	"LIN37"	"TGCT"
"94815"	"LIN7B"	"TGCT"
"94816"	"LINC-PINT"	"TGCT"
"94817"	"LINC00111"	"TGCT"
"94818"	"LINC00112"	"TGCT"
"94819"	"LINC00116"	"TGCT"
"94820"	"LINC00152"	"TGCT"
"94821"	"LINC00158"	"TGCT"
"94822"	"LINC00167"	"TGCT"
"94823"	"LINC00174"	"TGCT"
"94824"	"LINC00200"	"TGCT"
"94825"	"LINC00202-1"	"TGCT"
"94826"	"LINC00202-2"	"TGCT"
"94827"	"LINC00239"	"TGCT"
"94828"	"LINC00264"	"TGCT"
"94829"	"LINC00265"	"TGCT"
"94830"	"LINC00282"	"TGCT"
"94831"	"LINC00303"	"TGCT"
"94832"	"LINC00324"	"TGCT"
"94833"	"LINC00336"	"TGCT"
"94834"	"LINC00426"	"TGCT"
"94835"	"LINC00452"	"TGCT"
"94836"	"LINC00469"	"TGCT"
"94837"	"LINC00493"	"TGCT"
"94838"	"LINC00518"	"TGCT"
"94839"	"LINC00520"	"TGCT"
"94840"	"LINC00521"	"TGCT"
"94841"	"LINC00552"	"TGCT"
"94842"	"LINC00593"	"TGCT"
"94843"	"LINC00661"	"TGCT"
"94844"	"LINC00689"	"TGCT"
"94845"	"LINC00847"	"TGCT"
"94846"	"LINC00896"	"TGCT"
"94847"	"LINC00924"	"TGCT"
"94848"	"LINC00926"	"TGCT"
"94849"	"LINC00937"	"TGCT"
"94850"	"LINC00957"	"TGCT"
"94851"	"LINC00998"	"TGCT"
"94852"	"LINC00999"	"TGCT"
"94853"	"LINC01000"	"TGCT"
"94854"	"LINC01001"	"TGCT"
"94855"	"LINC01002"	"TGCT"
"94856"	"LINC01101"	"TGCT"
"94857"	"LINC01140"	"TGCT"
"94858"	"LINC01226"	"TGCT"
"94859"	"LINC01300"	"TGCT"
"94860"	"LINC01366"	"TGCT"
"94861"	"LINC01550"	"TGCT"
"94862"	"LINC01558"	"TGCT"
"94863"	"LINC01588"	"TGCT"
"94864"	"LINS1"	"TGCT"
"94865"	"LIPA"	"TGCT"
"94866"	"LIPE"	"TGCT"
"94867"	"LIPT1"	"TGCT"
"94868"	"LL22NC03-63E9.3"	"TGCT"
"94869"	"LMBR1L"	"TGCT"
"94870"	"LMF2"	"TGCT"
"94871"	"LMO2"	"TGCT"
"94872"	"LOC100130331"	"TGCT"
"94873"	"LOC100130872"	"TGCT"
"94874"	"LOC100131496"	"TGCT"
"94875"	"LOC100132287"	"TGCT"
"94876"	"LOC100133331"	"TGCT"
"94877"	"LOC100240735"	"TGCT"
"94878"	"LOC100272217"	"TGCT"
"94879"	"LOC100288778"	"TGCT"
"94880"	"LOC115110"	"TGCT"
"94881"	"LOC148413"	"TGCT"
"94882"	"LOC148696"	"TGCT"
"94883"	"LOC150776"	"TGCT"
"94884"	"LOC151174"	"TGCT"
"94885"	"LOC153684"	"TGCT"
"94886"	"LOC154761"	"TGCT"
"94887"	"LOC256880"	"TGCT"
"94888"	"LOC284009"	"TGCT"
"94889"	"LOC284578"	"TGCT"
"94890"	"LOC340357"	"TGCT"
"94891"	"LOC388242"	"TGCT"
"94892"	"LOC388955"	"TGCT"
"94893"	"LOC399815"	"TGCT"
"94894"	"LOC401010"	"TGCT"
"94895"	"LOC401463"	"TGCT"
"94896"	"LOC440461"	"TGCT"
"94897"	"LOC440896"	"TGCT"
"94898"	"LOC441455"	"TGCT"
"94899"	"LOC494141"	"TGCT"
"94900"	"LOC606724"	"TGCT"
"94901"	"LOC643923"	"TGCT"
"94902"	"LOC644936"	"TGCT"
"94903"	"LOC653786"	"TGCT"
"94904"	"LOC727924"	"TGCT"
"94905"	"LOC728743"	"TGCT"
"94906"	"LOC728989"	"TGCT"
"94907"	"LOC91450"	"TGCT"
"94908"	"LPAR2"	"TGCT"
"94909"	"LPAR6"	"TGCT"
"94910"	"LPCAT4"	"TGCT"
"94911"	"LPIN1"	"TGCT"
"94912"	"LPIN2"	"TGCT"
"94913"	"LPO"	"TGCT"
"94914"	"LPXN"	"TGCT"
"94915"	"LRCH4"	"TGCT"
"94916"	"LRMP"	"TGCT"
"94917"	"LRP2BP"	"TGCT"
"94918"	"LRR1"	"TGCT"
"94919"	"LRRC25"	"TGCT"
"94920"	"LRRC29"	"TGCT"
"94921"	"LRRC37B"	"TGCT"
"94922"	"LRRC59"	"TGCT"
"94923"	"LRRC61"	"TGCT"
"94924"	"LRRC69"	"TGCT"
"94925"	"LRRC74A"	"TGCT"
"94926"	"LRRC8C"	"TGCT"
"94927"	"LRRIQ3"	"TGCT"
"94928"	"LRRK1"	"TGCT"
"94929"	"LRRK2"	"TGCT"
"94930"	"LRWD1"	"TGCT"
"94931"	"LSM1"	"TGCT"
"94932"	"LSM10"	"TGCT"
"94933"	"LSM4"	"TGCT"
"94934"	"LSP1"	"TGCT"
"94935"	"LST1"	"TGCT"
"94936"	"LTA"	"TGCT"
"94937"	"LTB"	"TGCT"
"94938"	"LTK"	"TGCT"
"94939"	"LURAP1"	"TGCT"
"94940"	"LUZP4"	"TGCT"
"94941"	"LUZP6"	"TGCT"
"94942"	"LY6G5C"	"TGCT"
"94943"	"LY75"	"TGCT"
"94944"	"LY86"	"TGCT"
"94945"	"LY86-AS1"	"TGCT"
"94946"	"LY9"	"TGCT"
"94947"	"LY96"	"TGCT"
"94948"	"LYG2"	"TGCT"
"94949"	"LYL1"	"TGCT"
"94950"	"LYN"	"TGCT"
"94951"	"LYPD5"	"TGCT"
"94952"	"LYPD8"	"TGCT"
"94953"	"LYPLAL1"	"TGCT"
"94954"	"LYSMD2"	"TGCT"
"94955"	"LYSMD4"	"TGCT"
"94956"	"LYST"	"TGCT"
"94957"	"LYZ"	"TGCT"
"94958"	"LZTS1"	"TGCT"
"94959"	"M1AP"	"TGCT"
"94960"	"MAEL"	"TGCT"
"94961"	"MAFB"	"TGCT"
"94962"	"MAFF"	"TGCT"
"94963"	"MAG"	"TGCT"
"94964"	"MAGEA1"	"TGCT"
"94965"	"MAGEA10"	"TGCT"
"94966"	"MAGEA11"	"TGCT"
"94967"	"MAGEA12"	"TGCT"
"94968"	"MAGEA2"	"TGCT"
"94969"	"MAGEA3"	"TGCT"
"94970"	"MAGEA4"	"TGCT"
"94971"	"MAGEA5"	"TGCT"
"94972"	"MAGEA6"	"TGCT"
"94973"	"MAGEA8"	"TGCT"
"94974"	"MAGEA9B"	"TGCT"
"94975"	"MAGEB1"	"TGCT"
"94976"	"MAGEB10"	"TGCT"
"94977"	"MAGEB16"	"TGCT"
"94978"	"MAGEB18"	"TGCT"
"94979"	"MAGEB2"	"TGCT"
"94980"	"MAGEB3"	"TGCT"
"94981"	"MAGEB6"	"TGCT"
"94982"	"MAGEC1"	"TGCT"
"94983"	"MAGEC2"	"TGCT"
"94984"	"MAGEC3"	"TGCT"
"94985"	"MAL"	"TGCT"
"94986"	"MALT1"	"TGCT"
"94987"	"MAN2B1"	"TGCT"
"94988"	"MAN2B2"	"TGCT"
"94989"	"MAP1A"	"TGCT"
"94990"	"MAP1LC3A"	"TGCT"
"94991"	"MAP1LC3B2"	"TGCT"
"94992"	"MAP1S"	"TGCT"
"94993"	"MAP3K11"	"TGCT"
"94994"	"MAP3K14"	"TGCT"
"94995"	"MAP3K19"	"TGCT"
"94996"	"MAP3K5"	"TGCT"
"94997"	"MAP3K6"	"TGCT"
"94998"	"MAP3K8"	"TGCT"
"94999"	"MAP4K1"	"TGCT"
"95000"	"MAP4K2"	"TGCT"
"95001"	"MAP7D2"	"TGCT"
"95002"	"MAPK1"	"TGCT"
"95003"	"MAPK11"	"TGCT"
"95004"	"MAPK12"	"TGCT"
"95005"	"MAPK1IP1L"	"TGCT"
"95006"	"MARCH1"	"TGCT"
"95007"	"MARCH2"	"TGCT"
"95008"	"MARCO"	"TGCT"
"95009"	"MARK3"	"TGCT"
"95010"	"MARS"	"TGCT"
"95011"	"MAS1"	"TGCT"
"95012"	"MAST2"	"TGCT"
"95013"	"MAST3"	"TGCT"
"95014"	"MAT2B"	"TGCT"
"95015"	"MATK"	"TGCT"
"95016"	"MAX"	"TGCT"
"95017"	"MBD2"	"TGCT"
"95018"	"MBD3L1"	"TGCT"
"95019"	"MBD4"	"TGCT"
"95020"	"MBNL1"	"TGCT"
"95021"	"MBP"	"TGCT"
"95022"	"MC2R"	"TGCT"
"95023"	"MCF2"	"TGCT"
"95024"	"MCL1"	"TGCT"
"95025"	"MCM5"	"TGCT"
"95026"	"MCMDC2"	"TGCT"
"95027"	"MCOLN1"	"TGCT"
"95028"	"MCOLN2"	"TGCT"
"95029"	"MCTP1"	"TGCT"
"95030"	"MCUR1"	"TGCT"
"95031"	"MDGA2"	"TGCT"
"95032"	"MDS2"	"TGCT"
"95033"	"MEAF6"	"TGCT"
"95034"	"MED15"	"TGCT"
"95035"	"MED18"	"TGCT"
"95036"	"MED26"	"TGCT"
"95037"	"MED4"	"TGCT"
"95038"	"MED7"	"TGCT"
"95039"	"MED9"	"TGCT"
"95040"	"MEF2B"	"TGCT"
