"Gene_Symbol"	"Cancer"
"COX7A1"	"OV"
"CSF1R"	"OV"
"CXCL12"	"OV"
"CXCL14"	"OV"
"CXCL9"	"OV"
"DCN"	"OV"
"DDR2"	"OV"
"DIO2"	"OV"
"ECM2"	"OV"
"EDIL3"	"OV"
"EDNRA"	"OV"
"EMCN"	"OV"
"ENPEP"	"OV"
"ERG"	"OV"
"F13A1"	"OV"
"FAP"	"OV"
"FASLG"	"OV"
"FBLN2"	"OV"
"FCGR2A"	"OV"
"FCGR2B"	"OV"
"FMO1"	"OV"
"FOXF1"	"OV"
"FPR1"	"OV"
"GIMAP5"	"OV"
"GREM1"	"OV"
"HEPH"	"OV"
"HGF"	"OV"
"IGF1"	"OV"
"IGSF6"	"OV"
"IL18R1"	"OV"
"IL1B"	"OV"
"ISLR"	"OV"
"ITGAM"	"OV"
"ITGBL1"	"OV"
"ITIH3"	"OV"
"ITM2A"	"OV"
"KCNJ8"	"OV"
"KDR"	"OV"
"LDB2"	"OV"
"LMOD1"	"OV"
"LRRC15"	"OV"
"LRRC32"	"OV"
"LUM"	"OV"
"LY86"	"OV"
"MAF"	"OV"
"MFAP5"	"OV"
"MMP3"	"OV"
"MS4A4A"	"OV"
"MS4A6A"	"OV"
"MSR1"	"OV"
"MXRA5"	"OV"
"NOX4"	"OV"
"OLFML1"	"OV"
"OLFML2B"	"OV"
"PAPPA"	"OV"
"PCDH12"	"OV"
"PDE2A"	"OV"
"PDGFRB"	"OV"
"PIK3R5"	"OV"
"PLXDC1"	"OV"
"PLXNC1"	"OV"
"PRKG1"	"OV"
"PTGER3"	"OV"
"PTGIS"	"OV"
"RAMP3"	"OV"
"RARRES2"	"OV"
"RASGRP3"	"OV"
"RGS4"	"OV"
"RUNX1T1"	"OV"
"SAMSN1"	"OV"
"SCUBE2"	"OV"
"SERPING1"	"OV"
"SFRP4"	"OV"
"SGCD"	"OV"
"SH2D1A"	"OV"
"SIGLEC1"	"OV"
"SP140"	"OV"
"SPON2"	"OV"
"SULF1"	"OV"
"TFEC"	"OV"
"THBS2"	"OV"
"TLR2"	"OV"
"TLR7"	"OV"
"TNFSF4"	"OV"
"TNN"	"OV"
"TRAT1"	"OV"
"VCAM1"	"OV"
"VSIG4"	"OV"
"WISP1"	"OV"
"ZEB2"	"OV"
"ABCA6"	"PAAD"
"ACTG2"	"PAAD"
"ADAM12"	"PAAD"
"ADAMTS5"	"PAAD"
"AIF1"	"PAAD"
"AOC3"	"PAAD"
"APBB1IP"	"PAAD"
"ARHGAP28"	"PAAD"
"ASPN"	"PAAD"
"ATP8B4"	"PAAD"
"BGN"	"PAAD"
"BTK"	"PAAD"
"C1QA"	"PAAD"
"C1QB"	"PAAD"
"C3AR1"	"PAAD"
"CCR1"	"PAAD"
"CD14"	"PAAD"
"CD163"	"PAAD"
"CD200"	"PAAD"
"CD248"	"PAAD"
"CD33"	"PAAD"
"CD86"	"PAAD"
"CD93"	"PAAD"
"CDH5"	"PAAD"
"CH25H"	"PAAD"
"CILP"	"PAAD"
"CLEC7A"	"PAAD"
"COL10A1"	"PAAD"
"COL14A1"	"PAAD"
"COL15A1"	"PAAD"
"COL1A2"	"PAAD"
"COL3A1"	"PAAD"
"COL6A3"	"PAAD"
"COL8A2"	"PAAD"
"COMP"	"PAAD"
"COX7A1"	"PAAD"
"CSF1R"	"PAAD"
"CXCL12"	"PAAD"
"CXCL9"	"PAAD"
"DCN"	"PAAD"
"DDR2"	"PAAD"
"DIO2"	"PAAD"
"ECM2"	"PAAD"
"EDIL3"	"PAAD"
"EDNRA"	"PAAD"
"EGFL6"	"PAAD"
"EMCN"	"PAAD"
"ENPEP"	"PAAD"
"ENPP2"	"PAAD"
"ERG"	"PAAD"
"F13A1"	"PAAD"
"FAP"	"PAAD"
"FASLG"	"PAAD"
"FBLN2"	"PAAD"
"FCGR2A"	"PAAD"
"FCGR2B"	"PAAD"
"FMO1"	"PAAD"
"FOXF1"	"PAAD"
"FPR1"	"PAAD"
"FRZB"	"PAAD"
"GIMAP5"	"PAAD"
"GREM1"	"PAAD"
"HDC"	"PAAD"
"HGF"	"PAAD"
"IGF1"	"PAAD"
"IGSF6"	"PAAD"
"IL18R1"	"PAAD"
"IL1B"	"PAAD"
"ISLR"	"PAAD"
"ITGAM"	"PAAD"
"ITGBL1"	"PAAD"
"ITIH3"	"PAAD"
"ITIH5"	"PAAD"
"ITM2A"	"PAAD"
"KCNJ8"	"PAAD"
"KDR"	"PAAD"
"LDB2"	"PAAD"
"LMOD1"	"PAAD"
"LRRC32"	"PAAD"
"LUM"	"PAAD"
"LY86"	"PAAD"
"MAF"	"PAAD"
"MFAP5"	"PAAD"
"MMP3"	"PAAD"
"MS4A4A"	"PAAD"
"MS4A6A"	"PAAD"
"MSR1"	"PAAD"
"MXRA5"	"PAAD"
"NOX4"	"PAAD"
"OLFML1"	"PAAD"
"OLFML2B"	"PAAD"
"PAPPA"	"PAAD"
"PCDH12"	"PAAD"
"PDE2A"	"PAAD"
"PDGFRB"	"PAAD"
"PIK3R5"	"PAAD"
"PLXDC1"	"PAAD"
"PLXNC1"	"PAAD"
"PRKG1"	"PAAD"
"PTGER3"	"PAAD"
"PTGIS"	"PAAD"
"RAMP3"	"PAAD"
"RARRES2"	"PAAD"
"RASGRP3"	"PAAD"
"RGS4"	"PAAD"
"RSAD2"	"PAAD"
"RUNX1T1"	"PAAD"
"SAMSN1"	"PAAD"
"SCUBE2"	"PAAD"
"SERPING1"	"PAAD"
"SFRP4"	"PAAD"
"SGCD"	"PAAD"
"SH2D1A"	"PAAD"
"SIGLEC1"	"PAAD"
"SP140"	"PAAD"
"SPON1"	"PAAD"
"SPON2"	"PAAD"
"SULF1"	"PAAD"
"TCF21"	"PAAD"
"TFEC"	"PAAD"
"THBS2"	"PAAD"
"TLR2"	"PAAD"
"TLR7"	"PAAD"
"TNFSF4"	"PAAD"
"TNN"	"PAAD"
"TRAT1"	"PAAD"
"VCAM1"	"PAAD"
"VSIG4"	"PAAD"
"WISP1"	"PAAD"
"WNT2"	"PAAD"
"ZEB2"	"PAAD"
"ZFPM2"	"PAAD"
"ZNF423"	"PAAD"
"ABCA6"	"PCPG"
"ACTG2"	"PCPG"
"ADAMTS5"	"PCPG"
"AIF1"	"PCPG"
"AOC3"	"PCPG"
"APBB1IP"	"PCPG"
"ASPN"	"PCPG"
"ATP8B4"	"PCPG"
"BGN"	"PCPG"
"BTK"	"PCPG"
"C1QA"	"PCPG"
"C1QB"	"PCPG"
"C3AR1"	"PCPG"
"CCR1"	"PCPG"
"CD14"	"PCPG"
"CD163"	"PCPG"
"CD248"	"PCPG"
"CD33"	"PCPG"
"CD86"	"PCPG"
"CD93"	"PCPG"
"CDH5"	"PCPG"
"CH25H"	"PCPG"
"CLEC7A"	"PCPG"
"COL14A1"	"PCPG"
"COL15A1"	"PCPG"
"COL1A2"	"PCPG"
"COL3A1"	"PCPG"
"COL5A3"	"PCPG"
"COL6A3"	"PCPG"
"COL8A2"	"PCPG"
"CSF1R"	"PCPG"
"CXCL12"	"PCPG"
"CXCL14"	"PCPG"
"CXCL9"	"PCPG"
"DCN"	"PCPG"
"DDR2"	"PCPG"
"DIO2"	"PCPG"
"ECM2"	"PCPG"
"EDIL3"	"PCPG"
"EDNRA"	"PCPG"
"EGFL6"	"PCPG"
"EMCN"	"PCPG"
"ENPEP"	"PCPG"
"ERG"	"PCPG"
"F13A1"	"PCPG"
"FAP"	"PCPG"
"FASLG"	"PCPG"
"FBLN2"	"PCPG"
"FCGR2A"	"PCPG"
"FCGR2B"	"PCPG"
"FMO1"	"PCPG"
"FOXF1"	"PCPG"
"FPR1"	"PCPG"
"FRZB"	"PCPG"
"GIMAP5"	"PCPG"
"GREM1"	"PCPG"
"HDC"	"PCPG"
"HEPH"	"PCPG"
"HGF"	"PCPG"
"IGF1"	"PCPG"
"IGSF6"	"PCPG"
"IL18R1"	"PCPG"
"IL1B"	"PCPG"
"ISLR"	"PCPG"
"ITGAM"	"PCPG"
"ITIH3"	"PCPG"
"ITIH5"	"PCPG"
"ITM2A"	"PCPG"
"KCNJ8"	"PCPG"
"KDR"	"PCPG"
"LDB2"	"PCPG"
"LMOD1"	"PCPG"
"LRRC32"	"PCPG"
"LUM"	"PCPG"
"LY86"	"PCPG"
"MAF"	"PCPG"
"MFAP5"	"PCPG"
"MS4A4A"	"PCPG"
"MS4A6A"	"PCPG"
"MSR1"	"PCPG"
"MXRA5"	"PCPG"
"NOX4"	"PCPG"
"OLFML1"	"PCPG"
"OLFML2B"	"PCPG"
"PCDH12"	"PCPG"
"PDE2A"	"PCPG"
"PDGFRB"	"PCPG"
"PIK3R5"	"PCPG"
"PLXDC1"	"PCPG"
"PRKG1"	"PCPG"
"PTGIS"	"PCPG"
"RAMP3"	"PCPG"
"RARRES2"	"PCPG"
"RASGRP3"	"PCPG"
"SAMSN1"	"PCPG"
"SCUBE2"	"PCPG"
"SERPING1"	"PCPG"
"SGCD"	"PCPG"
"SH2D1A"	"PCPG"
"SIGLEC1"	"PCPG"
"SP140"	"PCPG"
"SPON2"	"PCPG"
"SULF1"	"PCPG"
"TCF21"	"PCPG"
"TFEC"	"PCPG"
"THBS2"	"PCPG"
"TLR2"	"PCPG"
"TLR7"	"PCPG"
"TNN"	"PCPG"
"TRAT1"	"PCPG"
"VCAM1"	"PCPG"
"VSIG4"	"PCPG"
"WISP1"	"PCPG"
"WNT2"	"PCPG"
"ZEB2"	"PCPG"
"ZFPM2"	"PCPG"
"ABCA6"	"PRAD"
"ACTG2"	"PRAD"
"ADAMTS5"	"PRAD"
"AIF1"	"PRAD"
"AOC3"	"PRAD"
"APBB1IP"	"PRAD"
"ATP8B4"	"PRAD"
"BTK"	"PRAD"
"C1QA"	"PRAD"
"C1QB"	"PRAD"
"C3AR1"	"PRAD"
"CCR1"	"PRAD"
"CD14"	"PRAD"
"CD163"	"PRAD"
"CD200"	"PRAD"
"CD248"	"PRAD"
"CD33"	"PRAD"
"CD86"	"PRAD"
"CD93"	"PRAD"
"CDH5"	"PRAD"
"CH25H"	"PRAD"
"CILP"	"PRAD"
"CLEC7A"	"PRAD"
"COL14A1"	"PRAD"
"COL15A1"	"PRAD"
"COL1A2"	"PRAD"
"COL3A1"	"PRAD"
"COL5A3"	"PRAD"
"COL6A3"	"PRAD"
"COL8A2"	"PRAD"
"COX7A1"	"PRAD"
"CSF1R"	"PRAD"
"CXCL12"	"PRAD"
"DCN"	"PRAD"
"DDR2"	"PRAD"
"DIO2"	"PRAD"
"ECM2"	"PRAD"
"EDIL3"	"PRAD"
"EDNRA"	"PRAD"
"EGFL6"	"PRAD"
"EMCN"	"PRAD"
"ENPEP"	"PRAD"
"ENPP2"	"PRAD"
"F13A1"	"PRAD"
"FASLG"	"PRAD"
"FBLN2"	"PRAD"
"FCGR2A"	"PRAD"
"FCGR2B"	"PRAD"
"FMO1"	"PRAD"
"FOXF1"	"PRAD"
"FPR1"	"PRAD"
"FRZB"	"PRAD"
"GIMAP5"	"PRAD"
"HDC"	"PRAD"
"HEPH"	"PRAD"
"HGF"	"PRAD"
"IGF1"	"PRAD"
"IGSF6"	"PRAD"
"IL18R1"	"PRAD"
"IL1B"	"PRAD"
"ISLR"	"PRAD"
"ITGAM"	"PRAD"
"ITIH5"	"PRAD"
"ITM2A"	"PRAD"
"KCNJ8"	"PRAD"
"KDR"	"PRAD"
"LDB2"	"PRAD"
"LMOD1"	"PRAD"
"LRRC32"	"PRAD"
"LUM"	"PRAD"
"LY86"	"PRAD"
"MAF"	"PRAD"
"MFAP5"	"PRAD"
"MS4A4A"	"PRAD"
"MS4A6A"	"PRAD"
"MXRA5"	"PRAD"
"OLFML1"	"PRAD"
"OLFML2B"	"PRAD"
"PAPPA"	"PRAD"
"PCDH12"	"PRAD"
"PDE2A"	"PRAD"
"PDGFRB"	"PRAD"
"PIK3R5"	"PRAD"
"PLXDC1"	"PRAD"
"PLXNC1"	"PRAD"
"PRKG1"	"PRAD"
"PTGER3"	"PRAD"
"PTGIS"	"PRAD"
"RAMP3"	"PRAD"
"RARRES2"	"PRAD"
"RASGRP3"	"PRAD"
"RGS4"	"PRAD"
"RSAD2"	"PRAD"
"RUNX1T1"	"PRAD"
"SAMSN1"	"PRAD"
"SCUBE2"	"PRAD"
"SERPING1"	"PRAD"
"SGCD"	"PRAD"
"SH2D1A"	"PRAD"
"SIGLEC1"	"PRAD"
"SP140"	"PRAD"
"SPON1"	"PRAD"
"SULF1"	"PRAD"
"TCF21"	"PRAD"
"TFEC"	"PRAD"
"TLR2"	"PRAD"
"TLR7"	"PRAD"
"TNN"	"PRAD"
"TRAT1"	"PRAD"
"VCAM1"	"PRAD"
"VSIG4"	"PRAD"
"WISP1"	"PRAD"
"WNT2"	"PRAD"
"ZEB2"	"PRAD"
"ZFPM2"	"PRAD"
"ZNF423"	"PRAD"
"ABCA6"	"READ"
"ADAM12"	"READ"
"ADAMTS5"	"READ"
"AIF1"	"READ"
"AOC3"	"READ"
"APBB1IP"	"READ"
"ARHGAP28"	"READ"
"ATP8B4"	"READ"
"BGN"	"READ"
"BTK"	"READ"
"C1QA"	"READ"
"C1QB"	"READ"
"C3AR1"	"READ"
"CCR1"	"READ"
"CD14"	"READ"
"CD163"	"READ"
"CD200"	"READ"
"CD248"	"READ"
"CD33"	"READ"
"CD86"	"READ"
"CD93"	"READ"
"CDH5"	"READ"
"CILP"	"READ"
"CLEC7A"	"READ"
"COL10A1"	"READ"
"COL14A1"	"READ"
"COL15A1"	"READ"
"COL1A2"	"READ"
"COL3A1"	"READ"
"COL5A3"	"READ"
"COL6A3"	"READ"
"COL8A2"	"READ"
"CSF1R"	"READ"
"CXCL12"	"READ"
"CXCL9"	"READ"
"DCN"	"READ"
"DDR2"	"READ"
"DIO2"	"READ"
"ECM2"	"READ"
"EDIL3"	"READ"
"EGFL6"	"READ"
"EMCN"	"READ"
"ENPEP"	"READ"
"ENPP2"	"READ"
"ERG"	"READ"
"F13A1"	"READ"
"FAP"	"READ"
"FASLG"	"READ"
"FBLN2"	"READ"
"FCGR2A"	"READ"
"FCGR2B"	"READ"
"FMO1"	"READ"
"FPR1"	"READ"
"GIMAP5"	"READ"
"GREM1"	"READ"
"HDC"	"READ"
"HGF"	"READ"
"IGF1"	"READ"
"IGSF6"	"READ"
"IL18R1"	"READ"
"IL1B"	"READ"
"ISLR"	"READ"
"ITGAM"	"READ"
"ITGBL1"	"READ"
"ITIH3"	"READ"
"ITIH5"	"READ"
"ITM2A"	"READ"
"KCNJ8"	"READ"
"KDR"	"READ"
"LDB2"	"READ"
"LMOD1"	"READ"
"LRRC15"	"READ"
"LRRC32"	"READ"
"LUM"	"READ"
"LY86"	"READ"
"MAF"	"READ"
"MFAP5"	"READ"
"MS4A4A"	"READ"
"MS4A6A"	"READ"
"MSR1"	"READ"
"MXRA5"	"READ"
"NOX4"	"READ"
"OLFML1"	"READ"
"OLFML2B"	"READ"
"PAPPA"	"READ"
"PCDH12"	"READ"
"PDE2A"	"READ"
"PDGFRB"	"READ"
"PIK3R5"	"READ"
"PLXDC1"	"READ"
"PLXNC1"	"READ"
"PTGER3"	"READ"
"PTGIS"	"READ"
"RAMP3"	"READ"
"RARRES2"	"READ"
"RASGRP3"	"READ"
"RGS4"	"READ"
"RSAD2"	"READ"
"RUNX1T1"	"READ"
"SAMSN1"	"READ"
"SERPING1"	"READ"
"SFRP4"	"READ"
"SGCD"	"READ"
"SH2D1A"	"READ"
"SIGLEC1"	"READ"
"SP140"	"READ"
"SPON1"	"READ"
"SPON2"	"READ"
"SULF1"	"READ"
"TCF21"	"READ"
"TFEC"	"READ"
"THBS2"	"READ"
"TLR2"	"READ"
"TLR7"	"READ"
"TNFSF4"	"READ"
"TNN"	"READ"
"TRAT1"	"READ"
"VCAM1"	"READ"
"VSIG4"	"READ"
"WISP1"	"READ"
"WNT2"	"READ"
"ZEB2"	"READ"
"ZFPM2"	"READ"
"ZNF423"	"READ"
"ABCA6"	"SARC"
"ADAM12"	"SARC"
"ADAMTS5"	"SARC"
"AIF1"	"SARC"
"APBB1IP"	"SARC"
"BTK"	"SARC"
"C1QA"	"SARC"
"C1QB"	"SARC"
"C3AR1"	"SARC"
"CCR1"	"SARC"
"CD14"	"SARC"
"CD163"	"SARC"
"CD248"	"SARC"
"CD33"	"SARC"
"CD86"	"SARC"
"CD93"	"SARC"
"CDH5"	"SARC"
"CH25H"	"SARC"
"CLEC7A"	"SARC"
"COL5A3"	"SARC"
"CSF1R"	"SARC"
"CXCL12"	"SARC"
"CXCL14"	"SARC"
"CXCL9"	"SARC"
"DCN"	"SARC"
"EGFL6"	"SARC"
"ENPP2"	"SARC"
"ERG"	"SARC"
"F13A1"	"SARC"
"FAP"	"SARC"
"FASLG"	"SARC"
"FBLN2"	"SARC"
"FCGR2A"	"SARC"
"FCGR2B"	"SARC"
"FMO1"	"SARC"
"FPR1"	"SARC"
"GIMAP5"	"SARC"
"IGF1"	"SARC"
"IGSF6"	"SARC"
"IL18R1"	"SARC"
"IL1B"	"SARC"
"ITGAM"	"SARC"
"ITGBL1"	"SARC"
"ITM2A"	"SARC"
"KDR"	"SARC"
"LRRC15"	"SARC"
"LRRC32"	"SARC"
"LUM"	"SARC"
"LY86"	"SARC"
"MAF"	"SARC"
"MS4A4A"	"SARC"
"MS4A6A"	"SARC"
"MSR1"	"SARC"
"MXRA5"	"SARC"
"NOX4"	"SARC"
"OLFML2B"	"SARC"
"PCDH12"	"SARC"
"PDE2A"	"SARC"
"PDGFRB"	"SARC"
"PIK3R5"	"SARC"
"PLXDC1"	"SARC"
"RAMP3"	"SARC"
"RASGRP3"	"SARC"
"SAMSN1"	"SARC"
"SERPING1"	"SARC"
"SH2D1A"	"SARC"
"SIGLEC1"	"SARC"
"SP140"	"SARC"
"SPON2"	"SARC"
"TFEC"	"SARC"
"THBS2"	"SARC"
"TLR2"	"SARC"
"TLR7"	"SARC"
"TRAT1"	"SARC"
"VCAM1"	"SARC"
"VSIG4"	"SARC"
"WNT2"	"SARC"
"AIF1"	"SKCM"
"AOC3"	"SKCM"
"APBB1IP"	"SKCM"
"ATP8B4"	"SKCM"
"BGN"	"SKCM"
"BTK"	"SKCM"
"C1QA"	"SKCM"
"C1QB"	"SKCM"
"C3AR1"	"SKCM"
"CCR1"	"SKCM"
"CD14"	"SKCM"
"CD163"	"SKCM"
"CD200"	"SKCM"
"CD248"	"SKCM"
"CD33"	"SKCM"
"CD86"	"SKCM"
"CD93"	"SKCM"
"CDH5"	"SKCM"
"CH25H"	"SKCM"
"CLEC7A"	"SKCM"
"COL10A1"	"SKCM"
"COL14A1"	"SKCM"
"COL15A1"	"SKCM"
"COL1A2"	"SKCM"
"COL3A1"	"SKCM"
"COL6A3"	"SKCM"
"COL8A2"	"SKCM"
"COMP"	"SKCM"
"COX7A1"	"SKCM"
"CSF1R"	"SKCM"
"CXCL12"	"SKCM"
"CXCL14"	"SKCM"
"CXCL9"	"SKCM"
"DCN"	"SKCM"
"DIO2"	"SKCM"
"ECM2"	"SKCM"
"EDNRA"	"SKCM"
"EGFL6"	"SKCM"
"ERG"	"SKCM"
"F13A1"	"SKCM"
"FAP"	"SKCM"
"FASLG"	"SKCM"
"FBLN2"	"SKCM"
"FCGR2A"	"SKCM"
"FCGR2B"	"SKCM"
"FMO1"	"SKCM"
"FOXF1"	"SKCM"
"FPR1"	"SKCM"
"FRZB"	"SKCM"
"GIMAP5"	"SKCM"
"GREM1"	"SKCM"
"HDC"	"SKCM"
"HEPH"	"SKCM"
"HGF"	"SKCM"
"IGF1"	"SKCM"
"IGSF6"	"SKCM"
"IL18R1"	"SKCM"
"IL1B"	"SKCM"
"ISLR"	"SKCM"
"ITGAM"	"SKCM"
"ITGBL1"	"SKCM"
"ITIH3"	"SKCM"
"ITM2A"	"SKCM"
"LDB2"	"SKCM"
"LMOD1"	"SKCM"
"LRRC15"	"SKCM"
"LRRC32"	"SKCM"
"LUM"	"SKCM"
"LY86"	"SKCM"
"MAF"	"SKCM"
"MFAP5"	"SKCM"
"MS4A4A"	"SKCM"
"MS4A6A"	"SKCM"
"MSR1"	"SKCM"
"MXRA5"	"SKCM"
"OLFML1"	"SKCM"
"OLFML2B"	"SKCM"
"PAPPA"	"SKCM"
"PCDH12"	"SKCM"
"PDE2A"	"SKCM"
"PDGFRB"	"SKCM"
"PIK3R5"	"SKCM"
"PLXDC1"	"SKCM"
"PTGER3"	"SKCM"
"RAMP3"	"SKCM"
"RARRES2"	"SKCM"
"RASGRP3"	"SKCM"
"RGS4"	"SKCM"
"RSAD2"	"SKCM"
"RUNX1T1"	"SKCM"
"SAMSN1"	"SKCM"
"SERPING1"	"SKCM"
"SFRP4"	"SKCM"
"SH2D1A"	"SKCM"
"SIGLEC1"	"SKCM"
"SP140"	"SKCM"
"SULF1"	"SKCM"
"TFEC"	"SKCM"
"THBS2"	"SKCM"
"TLR2"	"SKCM"
"TLR7"	"SKCM"
"TNFSF4"	"SKCM"
"TRAT1"	"SKCM"
"VCAM1"	"SKCM"
"VSIG4"	"SKCM"
"WISP1"	"SKCM"
"WNT2"	"SKCM"
"ZFPM2"	"SKCM"
"ZNF423"	"SKCM"
"ABCA6"	"STAD"
"ACTG2"	"STAD"
"AIF1"	"STAD"
"AOC3"	"STAD"
"APBB1IP"	"STAD"
"ARHGAP28"	"STAD"
"ASPN"	"STAD"
"ATP8B4"	"STAD"
"BGN"	"STAD"
"BTK"	"STAD"
"C1QA"	"STAD"
"C1QB"	"STAD"
"C3AR1"	"STAD"
"CCR1"	"STAD"
"CD14"	"STAD"
"CD163"	"STAD"
"CD200"	"STAD"
"CD33"	"STAD"
"CD86"	"STAD"
"CD93"	"STAD"
"CDH5"	"STAD"
"CH25H"	"STAD"
"CILP"	"STAD"
"CLEC7A"	"STAD"
"COL14A1"	"STAD"
"COL15A1"	"STAD"
"COL1A2"	"STAD"
"COL3A1"	"STAD"
"COL6A3"	"STAD"
"COL8A2"	"STAD"
"COX7A1"	"STAD"
"CSF1R"	"STAD"
"CXCL12"	"STAD"
"CXCL9"	"STAD"
"DCN"	"STAD"
"DDR2"	"STAD"
"DIO2"	"STAD"
"ECM2"	"STAD"
"EDIL3"	"STAD"
"EDNRA"	"STAD"
"EMCN"	"STAD"
"ENPP2"	"STAD"
"ERG"	"STAD"
"FAP"	"STAD"
"FASLG"	"STAD"
"FCGR2A"	"STAD"
"FCGR2B"	"STAD"
"FMO1"	"STAD"
"FOXF1"	"STAD"
"FPR1"	"STAD"
"FRZB"	"STAD"
"GIMAP5"	"STAD"
"GREM1"	"STAD"
"HDC"	"STAD"
"HGF"	"STAD"
"IGF1"	"STAD"
"IGSF6"	"STAD"
"IL18R1"	"STAD"
"ISLR"	"STAD"
"ITGAM"	"STAD"
"ITIH3"	"STAD"
"ITIH5"	"STAD"
"ITM2A"	"STAD"
"KCNJ8"	"STAD"
"KDR"	"STAD"
"LDB2"	"STAD"
"LMOD1"	"STAD"
"LRRC32"	"STAD"
"LUM"	"STAD"
"LY86"	"STAD"
"MAF"	"STAD"
"MFAP5"	"STAD"
"MS4A4A"	"STAD"
"MS4A6A"	"STAD"
"MSR1"	"STAD"
"MXRA5"	"STAD"
"NOX4"	"STAD"
"OLFML1"	"STAD"
"OLFML2B"	"STAD"
"PAPPA"	"STAD"
"PCDH12"	"STAD"
"PDE2A"	"STAD"
"PDGFRB"	"STAD"
"PIK3R5"	"STAD"
"PLXDC1"	"STAD"
"PLXNC1"	"STAD"
"PRKG1"	"STAD"
"PTGER3"	"STAD"
"RAMP3"	"STAD"
"RARRES2"	"STAD"
"RASGRP3"	"STAD"
"RSAD2"	"STAD"
"RUNX1T1"	"STAD"
"SAMSN1"	"STAD"
"SCUBE2"	"STAD"
"SERPING1"	"STAD"
"SGCD"	"STAD"
"SH2D1A"	"STAD"
"SIGLEC1"	"STAD"
"SP140"	"STAD"
"SPON1"	"STAD"
"SULF1"	"STAD"
"TCF21"	"STAD"
"TFEC"	"STAD"
"TLR2"	"STAD"
"TLR7"	"STAD"
"TNFSF4"	"STAD"
"TRAT1"	"STAD"
"VCAM1"	"STAD"
"VSIG4"	"STAD"
"WISP1"	"STAD"
"ZEB2"	"STAD"
"ZFPM2"	"STAD"
"ZNF423"	"STAD"
"ABCA6"	"TGCT"
"AIF1"	"TGCT"
"AOC3"	"TGCT"
"APBB1IP"	"TGCT"
"ATP8B4"	"TGCT"
"BTK"	"TGCT"
"C1QA"	"TGCT"
"C1QB"	"TGCT"
"C3AR1"	"TGCT"
"CCR1"	"TGCT"
"CD14"	"TGCT"
"CD163"	"TGCT"
"CD33"	"TGCT"
"CD86"	"TGCT"
"CILP"	"TGCT"
"CLEC7A"	"TGCT"
"CSF1R"	"TGCT"
"CXCL9"	"TGCT"
"FASLG"	"TGCT"
"FCGR2A"	"TGCT"
"FCGR2B"	"TGCT"
"FPR1"	"TGCT"
"GIMAP5"	"TGCT"
"HDC"	"TGCT"
"IGF1"	"TGCT"
"IGSF6"	"TGCT"
"IL18R1"	"TGCT"
"IL1B"	"TGCT"
"ITGAM"	"TGCT"
"LY86"	"TGCT"
"MS4A4A"	"TGCT"
"MS4A6A"	"TGCT"
"PDE2A"	"TGCT"
"PIK3R5"	"TGCT"
"RAMP3"	"TGCT"
"RASGRP3"	"TGCT"
"RSAD2"	"TGCT"
"SAMSN1"	"TGCT"
"SERPING1"	"TGCT"
"SFRP4"	"TGCT"
"SH2D1A"	"TGCT"
"SIGLEC1"	"TGCT"
"SP140"	"TGCT"
"TFEC"	"TGCT"
"TLR2"	"TGCT"
"TLR7"	"TGCT"
"TRAT1"	"TGCT"
"VSIG4"	"TGCT"
"ABCA6"	"THCA"
"ATP8B4"	"THCA"
"BTK"	"THCA"
"CCR1"	"THCA"
"CD163"	"THCA"
"CD33"	"THCA"
"CD86"	"THCA"
"CH25H"	"THCA"
"CLEC7A"	"THCA"
"COL10A1"	"THCA"
"COL8A2"	"THCA"
"FCGR2A"	"THCA"
"FCGR2B"	"THCA"
"IGSF6"	"THCA"
"IL18R1"	"THCA"
"ITGAM"	"THCA"
"MS4A4A"	"THCA"
"MS4A6A"	"THCA"
"MSR1"	"THCA"
"MXRA5"	"THCA"
"PAPPA"	"THCA"
"PIK3R5"	"THCA"
"PLXNC1"	"THCA"
"RGS4"	"THCA"
"SP140"	"THCA"
"SPON1"	"THCA"
"SULF1"	"THCA"
"TFEC"	"THCA"
"TLR7"	"THCA"
"TRAT1"	"THCA"
"AIF1"	"THYM"
"APBB1IP"	"THYM"
"CD200"	"THYM"
"FBLN2"	"THYM"
"ITM2A"	"THYM"
"PIK3R5"	"THYM"
"PLXDC1"	"THYM"
"SAMSN1"	"THYM"
"SH2D1A"	"THYM"
"TLR7"	"THYM"
"TNFSF4"	"THYM"
"TRAT1"	"THYM"
"ABCA6"	"UCEC"
"ACTG2"	"UCEC"
"ADAM12"	"UCEC"
"ADAMTS5"	"UCEC"
"AIF1"	"UCEC"
"AOC3"	"UCEC"
"APBB1IP"	"UCEC"
"ASPN"	"UCEC"
"ATP8B4"	"UCEC"
"BTK"	"UCEC"
"C1QA"	"UCEC"
"C1QB"	"UCEC"
"C3AR1"	"UCEC"
"CCR1"	"UCEC"
"CD14"	"UCEC"
"CD163"	"UCEC"
"CD248"	"UCEC"
"CD33"	"UCEC"
"CD86"	"UCEC"
"CD93"	"UCEC"
"CDH5"	"UCEC"
"CH25H"	"UCEC"
"CLEC7A"	"UCEC"
"COL10A1"	"UCEC"
"COL14A1"	"UCEC"
"COL15A1"	"UCEC"
"COL1A2"	"UCEC"
"COL3A1"	"UCEC"
"COL6A3"	"UCEC"
"COMP"	"UCEC"
"COX7A1"	"UCEC"
"CSF1R"	"UCEC"
